City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
207,upernavik,72.7868,-56.1549,255.1,94,100,6.83,GL,1675204170
208,alpoyeca,17.6667,-98.5167,304.31,25,3,1.17,MX,1675204278
209,turkmenabat,39.0733,63.5786,279.22,74,100,7.66,TM,1675204278
210,torzhok,57.0436,34.9622,271.41,88,98,2.95,RU,1675204279
211,muravlenko,63.7898,74.523,259.44,95,98,6.51,RU,1675204279
212,hailun,47.45,126.9333,255.13,94,100,3.23,CN,1675204280
213,codrington,-38.2667,141.9667,288.83,75,93,6.66,AU,1675204280
214,paragould,36.0584,-90.4973,269.11,91,100,3.47,US,1675204281
215,porlamar,10.958,-63.8491,296.69,80,0,4.87,VE,1675204281
216,kalanguy,51.0167,116.5167,243.69,100,18,0.88,RU,1675204282
217,jackson,42.4165,-122.8345,284.73,33,0,2.06,US,1675204079
218,oussouye,12.485,-16.5469,296.25,52,3,4.05,SN,1675204282
219,wad madani,14.4012,33.5199,299.75,22,49,4.23,SD,1675204283
220,siddipet,18.1,78.85,292.77,46,69,2.65,IN,1675204284
221,oranjemund,-28.55,16.4333,289.89,96,6,1.66,NA,1675204285
222,indramayu,-6.3264,108.32,299.01,84,100,5.67,ID,1675204285
223,monkey hill,17.3167,-62.7167,298.07,73,40,5.66,KN,1675204285
224,mareeba,-17.0,145.4333,297.55,97,100,0.9,AU,1675203733
225,nastola,60.95,25.9333,267.5,98,96,1.89,FI,1675204286
226,kovdor,67.5662,30.4758,259.57,98,98,1.4,RU,1675203749
227,floro,61.5996,5.0328,279.13,70,75,10.8,NO,1675203697
228,acapulco,16.8634,-99.8901,302.05,70,0,3.6,MX,1675203646
229,provideniya,64.3833,-173.3,267.21,100,100,2.0,RU,1675204144
230,vanimo,-2.6741,141.3028,299.89,82,99,0.99,PG,1675204249
231,san cristobal,7.7669,-72.225,297.25,61,63,1.93,VE,1675203996
232,vila franca do campo,37.7167,-25.4333,286.38,83,72,3.59,PT,1675204288
233,iqaluit,63.7506,-68.5145,247.42,68,100,7.6,CA,1675204288
234,monte alegre,-2.0078,-54.0692,297.38,93,54,0.91,BR,1675204289
235,sangmelima,2.9333,11.9833,296.28,74,69,1.63,CM,1675204289
236,chitose,42.8194,141.6522,260.1,85,75,1.03,JP,1675204035
237,yumen,40.2833,97.2,266.61,38,78,2.14,CN,1675204149
238,kholodnyy,62.7167,147.95,251.5,99,100,0.34,RU,1675204290
239,lazaro cardenas,17.9583,-102.2,300.67,61,1,4.68,MX,1675204060
240,severnyy,50.677,36.5532,271.17,93,100,3.0,RU,1675204291
241,maracaju,-21.6144,-55.1683,294.9,95,100,1.35,BR,1675204291
242,cherskiy,68.75,161.3,253.06,99,100,1.84,RU,1675204137
243,beira,-19.8436,34.8389,301.2,83,40,5.66,MZ,1675204292
244,danville,36.586,-79.395,286.17,96,100,1.54,US,1675204292
245,lahat,-3.8,103.5333,295.43,99,100,1.1,ID,1675204184
246,ayagoz,47.9714,80.4392,262.45,81,99,0.72,KZ,1675204293
247,erzin,36.9559,36.2,279.91,88,46,2.04,TR,1675204247
248,sarankhola,22.3082,89.7897,292.26,53,89,2.32,BD,1675204294
249,caruray,10.3094,119.0128,298.4,90,43,4.37,PH,1675204294
250,sechura,-5.5569,-80.8222,298.33,68,59,7.18,PE,1675204292
251,salvador,13.8333,-88.9167,303.73,28,1,0.47,SV,1675204013
252,shangqiu,34.45,115.65,277.79,28,96,8.28,CN,1675204295
253,ulladulla,-35.35,150.4667,293.52,77,91,3.76,AU,1675203999
254,kudahuvadhoo,2.6708,72.8944,299.57,72,100,4.27,MV,1675204296
255,alugan,12.2188,125.4808,299.0,87,74,6.29,PH,1675204296
256,krasnoselkup,65.7,82.4667,250.57,100,70,3.91,RU,1675204133
257,manta,-0.95,-80.7333,301.03,69,75,4.63,EC,1675204297
258,korla,41.7597,86.1469,266.5,79,98,0.66,CN,1675204297
259,torres,-29.3353,-49.7269,298.05,90,57,2.37,BR,1675204297
260,jauharabad,32.2898,72.2813,284.43,45,3,2.16,PK,1675204298
261,baykit,61.67,96.37,251.69,100,100,0.28,RU,1675204298
262,yarkovo,57.4028,67.0786,261.43,93,52,3.42,RU,1675204299
263,bulgan,48.8125,103.5347,252.05,91,95,1.22,MN,1675204299
264,amga,60.8953,131.9608,236.34,99,100,1.49,RU,1675204300
265,culpeper,38.5004,-77.9664,275.99,93,100,0.0,US,1675204262
266,nandgaon,20.3167,74.65,291.4,54,32,4.69,IN,1675204300
267,tambacounda,13.7539,-13.7586,300.18,19,0,2.06,SN,1675204301
268,gornyye klyuchi,45.25,133.5,254.58,98,100,0.62,RU,1675204302
269,nalchiti,22.6333,90.2833,291.99,56,82,2.88,BD,1675204302
270,nalut,30.3333,10.85,278.89,42,9,3.25,LY,1675204303
271,jardim,-21.4803,-56.1381,295.34,98,100,1.16,BR,1675204303
272,hamilton,39.1834,-84.5333,271.16,71,100,3.6,US,1675204030
273,polunochnoye,60.8697,60.4153,263.88,93,100,2.13,RU,1675204019
274,odlabari,26.8333,88.6167,289.42,48,0,1.81,IN,1675204304
275,axim,4.8699,-2.2405,299.4,84,100,2.86,GH,1675204145
276,namatanai,-3.6667,152.4333,300.86,76,88,1.77,PG,1675204137
277,necochea,-38.5473,-58.7368,292.21,81,45,5.92,AR,1675204305
278,lata,40.1629,-8.3327,276.52,80,4,1.51,PT,1675204305
279,emerald,-23.5333,148.1667,297.78,95,51,4.65,AU,1675204306
280,nome,64.5011,-165.4064,267.13,100,100,0.0,US,1675204164
281,mount pleasant,32.7941,-79.8626,293.2,93,100,2.57,US,1675204049
282,charters towers,-20.1,146.2667,299.4,76,97,3.5,AU,1675203724
283,ponta do sol,32.6667,-17.1,287.6,73,30,3.45,PT,1675204307
284,los andes,-32.8337,-70.5983,301.49,43,41,3.35,CL,1675204307
285,goure,13.9835,10.2704,294.66,12,47,5.35,NE,1675204308
286,gizo,-8.103,156.8419,301.76,73,85,3.3,SB,1675203742
287,jurm,36.8648,70.8342,275.31,72,100,2.49,AF,1675204308
288,haines junction,60.7522,-137.5108,268.15,91,98,0.88,CA,1675204123
289,port hawkesbury,45.6169,-61.3485,271.03,91,100,6.26,CA,1675204117
290,grand gaube,-20.0064,57.6608,299.37,84,73,7.86,MU,1675204309
291,antofagasta,-23.65,-70.4,295.75,78,49,1.72,CL,1675204268
292,shelburne,44.0787,-80.2041,263.28,74,89,2.47,CA,1675204216
293,vuktyl,63.8567,57.3094,269.65,92,100,6.25,RU,1675204191
294,dunedin,-45.8742,170.5036,291.37,99,100,1.34,NZ,1675204310
295,patacamaya,-17.2333,-67.9167,282.97,73,100,0.26,BO,1675204310
296,nouadhibou,20.931,-17.0347,290.14,59,98,7.72,MR,1675204169
297,laguna,38.421,-121.4238,287.6,37,0,2.06,US,1675204311
298,bolshevik,54.0065,27.5692,272.94,90,99,4.16,BY,1675204311
299,ranong,9.9658,98.6348,295.11,86,52,1.53,TH,1675204209
300,domna,51.8971,113.1573,252.24,71,12,2.0,RU,1675204026
301,mao,39.8885,4.2658,283.46,71,40,4.12,ES,1675204312
302,tuntum,-5.2581,-44.6489,297.25,92,94,1.09,BR,1675204312
303,tasiilaq,65.6145,-37.6368,261.24,81,100,2.64,GL,1675204313
304,batticaloa,7.7102,81.6924,296.83,95,100,7.69,LK,1675204241
305,kedrovyy,56.1667,91.8167,252.38,99,100,1.3,RU,1675203731
306,taltal,-25.4,-70.4833,293.94,78,28,1.95,CL,1675204314
307,la macarena,2.1837,-73.7849,303.54,37,65,2.59,CO,1675204314
308,lompoc,34.6391,-120.4579,291.36,50,0,4.02,US,1675204314
309,komsomolskiy,40.4272,71.7189,270.55,86,79,1.03,UZ,1675203969
310,oum hadjer,13.2954,19.6966,297.86,16,11,7.07,TD,1675204315
311,purpe,64.4803,76.6897,257.55,95,79,6.51,RU,1675204316
312,kempele,64.9131,25.5034,263.16,92,0,1.54,FI,1675204250
313,fort nelson,58.8053,-122.7002,260.34,75,75,3.09,CA,1675204316
314,olafsvik,64.8945,-23.7142,272.45,77,100,11.65,IS,1675204317
315,kirkwood,38.5834,-90.4068,267.81,55,100,2.24,US,1675204020
316,lovozero,68.005,35.0117,265.89,95,100,2.61,RU,1675204318
317,great yarmouth,52.6083,1.7305,279.23,80,37,8.43,GB,1675204027
318,makkaveyevo,51.7533,113.9454,246.03,99,7,1.44,RU,1675204318
319,taoudenni,22.6783,-3.9836,288.45,18,47,6.17,ML,1675204319
320,arlit,18.7369,7.3853,291.54,18,100,4.21,NE,1675204319
321,zhifang,30.35,114.3167,279.14,47,0,3.23,CN,1675204319
322,saint george,37.1041,-113.5841,278.39,28,0,1.79,US,1675204179
323,santa isabel do rio negro,-0.4139,-65.0192,296.57,95,100,1.27,BR,1675204320
324,todos santos,23.45,-110.2167,293.73,50,100,6.6,MX,1675204173
325,cleveland,41.4995,-81.6954,268.38,72,75,4.63,US,1675204087
326,port lincoln,-34.7333,135.8667,290.2,84,99,7.25,AU,1675204196
327,san carlos de bariloche,-41.1456,-71.3082,299.01,19,20,4.12,AR,1675204223
328,mastic beach,40.7668,-72.8521,276.36,64,100,3.6,US,1675204321
329,dunkirk,51.05,2.3667,281.53,48,35,0.89,FR,1675204322
330,saint-francois,46.4154,3.9054,276.84,95,100,0.51,FR,1675204214
331,seoul,37.5683,126.9778,271.91,100,100,1.54,KR,1675203766
332,porbandar,21.6422,69.6093,291.42,53,31,6.38,IN,1675204323
333,bijie,27.3125,105.2942,277.22,86,0,1.59,CN,1675204324
334,khatanga,71.9667,102.5,231.69,100,79,2.11,RU,1675204106
335,woodward,36.4337,-99.3904,270.72,44,0,2.06,US,1675204261
336,kholtoson,50.2981,103.3097,251.84,93,91,1.46,RU,1675204324
337,nambour,-26.6333,152.95,300.99,90,69,0.89,AU,1675204325
338,sola,-13.8833,167.55,299.77,76,99,2.07,VU,1675204325
339,tamandare,-8.7597,-35.1047,298.42,82,62,3.11,BR,1675204326
340,khorixas,-20.3667,14.9667,293.44,44,36,3.04,NA,1675204326
341,caravelas,-17.7125,-39.2481,297.98,82,37,2.78,BR,1675204327
342,sabha,27.0377,14.4283,280.59,31,0,3.51,LY,1675204327
343,poum,-20.2333,164.0167,299.37,63,29,0.96,NC,1675204144
344,yenotayevka,47.2456,47.0281,269.0,83,16,2.95,RU,1675204328
345,tura,25.5198,90.2201,289.03,56,95,0.79,IN,1675204140
346,kiama,-34.6833,150.8667,297.25,70,72,4.22,AU,1675204328
347,bosaso,11.2842,49.1816,295.87,73,25,1.98,SO,1675204329
348,vaitape,-16.5167,-151.75,300.26,76,49,6.76,PF,1675204329
349,mubi,10.2676,13.2644,297.82,19,92,1.26,NG,1675204330
350,payson,40.0444,-111.7321,269.48,65,0,2.06,US,1675204126
351,okoneshnikovo,54.8377,75.0834,250.31,96,68,1.63,RU,1675204306
352,stornoway,58.2093,-6.3865,279.13,77,75,13.38,GB,1675204331
353,deputatskiy,69.3,139.9,245.79,97,100,2.75,RU,1675204331
354,qeshm,26.9581,56.2719,289.09,74,5,6.49,IR,1675204151
355,nemuro,43.3236,145.575,267.68,63,15,2.76,JP,1675204332
356,katsuura,35.1333,140.3,280.24,68,11,3.36,JP,1675204332
357,abha,18.2164,42.5053,285.05,93,0,0.0,SA,1675204333
358,comodoro rivadavia,-45.8667,-67.5,293.07,49,20,12.86,AR,1675204333
359,kologriv,58.8275,44.3178,270.49,93,100,5.05,RU,1675204334
360,pangnirtung,66.1451,-65.7125,242.15,47,40,1.03,CA,1675204334
361,saint-augustin,51.226,-58.6502,255.03,82,13,4.55,CA,1675204335
362,kuryk,43.2,51.65,275.34,62,95,3.72,KZ,1675204335
363,alofi,-19.0595,-169.9187,301.09,78,98,3.6,NU,1675204336
364,dongsheng,39.8161,109.9776,261.46,53,95,3.39,CN,1675204336
365,turkistan,43.0,68.0,273.93,85,16,4.46,KZ,1675204337
366,sao raimundo nonato,-9.0153,-42.6994,299.58,52,92,1.44,BR,1675204337
367,totness,5.8833,-56.3167,297.15,81,13,3.54,SR,1675204338
368,la paz,-16.5,-68.15,286.14,66,75,3.09,BO,1675204319
369,rosario oeste,-14.8361,-56.4275,299.06,80,94,1.21,BR,1675204338
370,rennes,48.1667,-1.6667,281.17,93,100,1.54,FR,1675204339
371,talara,-4.5772,-81.2719,302.57,61,0,5.14,PE,1675204339
372,wanxian,30.8039,108.3897,284.5,61,0,1.7,CN,1675204340
373,ewa beach,21.3156,-158.0072,301.12,67,75,3.09,US,1675204340
374,illela,13.7292,5.2975,298.16,8,99,3.54,NG,1675204340
375,bangkalan,-7.0455,112.7351,298.12,87,100,2.59,ID,1675204341
376,eydhafushi,5.1033,73.0708,299.74,78,100,4.85,MV,1675204341
377,ribeira grande,38.5167,-28.7,286.36,85,94,3.58,PT,1675204138
378,yar-sale,66.8333,70.8333,262.08,92,100,7.29,RU,1675204342
379,hofn,64.2539,-15.2082,271.79,65,86,8.06,IS,1675204342
380,palmer,42.1584,-72.3287,273.07,53,20,5.66,US,1675203857
381,bonnyville,54.2668,-110.735,260.77,89,100,0.59,CA,1675204184
382,araouane,18.9048,-3.5265,289.15,11,4,4.72,ML,1675204343
383,springfield,37.2153,-93.2982,267.71,77,100,4.12,US,1675204344
384,kirovskiy,45.0917,133.5136,254.95,97,100,0.34,RU,1675204344
385,gotsu,35.0,132.2167,279.77,76,89,4.65,JP,1675204345
386,turukhansk,65.8167,87.9833,257.6,96,100,3.76,RU,1675204345
387,guangyuan,32.442,105.823,280.83,56,24,2.52,CN,1675204345
388,wajir,1.7471,40.0573,299.3,65,56,7.26,KE,1675204346
389,awjilah,29.1081,21.2869,284.82,53,11,6.75,LY,1675204346
390,chita,52.0333,113.55,251.09,71,11,2.0,RU,1675204065
391,jiancheng,30.391,104.5491,281.8,45,0,1.42,CN,1675204347
392,armidale,-30.5167,151.65,295.27,67,4,2.0,AU,1675204347
393,honiara,-9.4333,159.95,302.08,71,69,2.29,SB,1675204348
394,plettenberg bay,-34.0527,23.3716,293.37,77,4,1.8,ZA,1675204348
395,salina,38.8403,-97.6114,273.16,38,0,1.54,US,1675204349
396,san pedro,14.35,121.0167,296.72,80,20,1.54,PH,1675204349
397,sault sainte marie,46.5168,-84.3333,265.31,64,75,5.66,CA,1675204219
398,dakar,14.6937,-17.4441,293.64,83,0,4.12,SN,1675204048
399,ahuimanu,21.4447,-157.8378,300.99,73,75,3.6,US,1675204350
400,micheweni,-4.9667,39.8333,298.5,79,25,2.46,TZ,1675204351
401,san patricio,28.017,-97.5169,279.08,78,100,7.21,US,1675204189
402,trelew,-43.249,-65.3051,293.4,34,0,8.68,AR,1675204351
403,uribia,11.7139,-72.266,300.75,51,1,7.42,CO,1675204352
404,kirkland lake,48.1446,-80.0377,265.31,38,91,3.09,CA,1675204352
405,genhe,50.7833,121.5167,245.77,100,97,0.61,CN,1675204353
406,huilong,31.8111,121.655,280.33,66,93,3.81,CN,1675204353
407,trat,12.5,102.5,296.99,70,91,0.65,TH,1675204353
408,road town,18.4167,-64.6167,299.2,69,40,3.6,VG,1675204355
409,alice springs,-23.7,133.8833,296.9,88,100,0.51,AU,1675204355
410,charcas,23.1333,-101.1167,294.53,37,8,6.85,MX,1675204356
411,lorengau,-2.0226,147.2712,301.1,77,99,3.85,PG,1675204356
412,the pas,53.8251,-101.2541,250.16,64,0,2.06,CA,1675204356
413,ozernovskiy,51.5,156.5167,267.96,65,23,4.61,RU,1675204357
414,pulandian,39.3953,121.9669,269.01,42,7,8.64,CN,1675204357
415,dezhou,37.4486,116.2925,272.74,25,100,7.14,CN,1675204358
416,fukue,32.6881,128.8419,287.23,69,94,8.16,JP,1675204358
417,marabba,12.35,32.1833,299.51,16,8,4.84,SD,1675204358
418,salta,-24.7859,-65.4117,301.48,51,40,3.6,AR,1675204181
419,bacong,9.2464,123.2956,298.31,93,90,6.1,PH,1675204359
420,aksarayskiy,46.7924,48.0119,270.6,79,11,3.04,RU,1675204360
421,hokitika,-42.7167,170.9667,291.96,86,100,1.63,NZ,1675204360
422,port hardy,50.6996,-127.4199,277.25,75,100,9.26,CA,1675204216
423,melle,52.2,8.35,278.6,78,45,6.92,DE,1675204361
424,pacific grove,36.6177,-121.9166,288.94,46,0,3.13,US,1675204198
425,bahia honda,22.9036,-83.1592,298.7,70,20,3.24,CU,1675204361
426,alyangula,-13.8483,136.4192,301.72,79,99,6.32,AU,1675204362
